date, pm25, pm10, o3, no2, so2
2019/6/1, 51, 12, 8, 24, 1
2019/6/2, 28, 19, 7, 31, 2
2019/6/3, 45, 23, 7, 25, 3
2019/6/4, 58, 13, 7, 19, 3
2019/6/5, 41, 19, 7, 24, 3
2019/6/6, 49, 14, 10, 18, 4
2019/6/7, 37, 17, 8, 20, 4
2019/6/8, 42, 16, 8, 16, 3
2019/6/9, 33, 23, 7, 24, 3
2019/6/10, 41, 22, 9, 31, 3
2019/6/11, 51, 18, 38, 19, 2
2019/6/12, 50, 28, 27, 30, 3
2019/6/13, 63, 28, 63, 36, 3
2019/6/14, 62, 22, 39, 16, 3
2019/6/15, 54, 29, 67, 5, 2
2019/6/16, 64, 23, 43, 12, 3
2019/6/17, 54, 13, 13, 20, 3
2019/6/18, 32, 21, 8, 22, 3
2019/6/19, 41, 18, 4, 21, 3
2019/6/20, 39, 18, 6, 19, 3
2019/6/21, 48, 16, 6, 16, 3
2019/6/22, 34, 14, 7, 13, 3
2019/6/23, 29, 24, 7, 23, 3
2019/6/24, 50, 14, 13, 24, 3
2019/6/25, 33, 23, 11, 27, 3
2019/6/26, 53, 18, 8, 28, 3
2019/6/27, 52, 24, 11, 26, 3
2019/6/28, 52, 22, 8, 25, 3
2019/6/29, 45, 11, 17, 17, 3
2019/6/30, 35, 8, 22, 6, 3
2019/1/1, 78, 43, 6, 26, 3
2019/1/2, 75, 22, 12, 20, 2
2019/1/3, 53, 29, 21, 19, 2
2019/1/4, 63, 66, 2, 51, 5
2019/1/5, 125, 40, 8, 17, 3
2019/1/6, 78, 35, 25, 17, 3
2019/1/7, 64, 49, 15, 22, 3
2019/1/8, 97, 44, 25, 15, 3
2019/1/9, 73, 37, 30, 19, 2
2019/1/10, 73, 42, 23, 26, 2
2019/1/11, 85, 67, 12, 61, 4
2019/1/12, 129, 34, 31, 13, 2
2019/1/13, 77, 42, 31, 16, 2
2019/1/14, 86, 32, 32, 26, 1
2019/1/15, 74, 36, 11, 22, 2
2019/1/16, 70, 31, 23, 25, 2
2019/1/17, 63, 44, 25, 22, 2
2019/1/18, 82, 51, 40, 19, 2
2019/1/19, 89, 25, 35, 16, 2
2019/1/20, 62, 43, 23, 24, 2
2019/1/21, 80, 61, 28, 29, 2
2019/1/22, 139, 59, 36, 27, 3
2019/1/23, 123, 56, 49, 16, 2
2019/1/24, 115, 57, 45, 44, 2
2019/1/25, 100, 57, 46, 21, 3
2019/1/26, 116, 60, 46, 12, 2
2019/1/27, 109, 38, 37, 17, 2
2019/1/28, 68, 32, 41, 15, 2
2019/1/29, 67, 31, 37, 18, 2
2019/1/30, 65, 43, 21, 55, 3
2019/1/31, 87, 37, 24, 20, 2
2019/2/1, 77, 42, 35, 11, 2
2019/2/2, 80, 62, 27, 25, 2
2019/2/3, 90, 48, 27, 28, 4
2019/2/4, 90, 51, 30, 11, 2
2019/2/5, 109, 53, 28, 15, 2
2019/2/6, 115, 26, 21, 17, 3
2019/2/7, 65, 31, 28, 13, 2
2019/2/8, 67, 36, 26, 7, 2
2019/2/9, 66, 23, 27, 7, 2
2019/2/10, 47, 28, 25, 13, 2
2019/2/11, 55, 15, 25, 15, 2
2019/2/12, 41, 28, 24, 20, 2
2019/2/13, 58, 18, 29, 10, 1
2019/2/14, 48, 17, 26, 13, 2
2019/2/15, 47, 21, 26, 20, 4
2019/2/16, 53, 17, 32, 6, 4
2019/2/17, 45, 21, 27, 20, 3
2019/2/18, 51, 12, 20, 15, 2
2019/2/19, 33, 27, 16, 18, 2
2019/2/20, 67, 20, 20, 15, 2
2019/2/21, 68, 19, 26, 22, 2
2019/2/22, 52, 22, 28, 14, 2
2019/2/23, 53, 7, 19, 15, 2
2019/2/24, 19, 15, 22, 15, 2
2019/2/25, 49, 31, 34, 12, 1
2019/2/26, 69, 40, 32, 15, 1
2019/2/27, 78, 38, 31, 22, 1
2019/2/28, 77, 31, 32, 11, 
2019/3/1, 62, 31, 33, 13, 1
2019/3/2, 67, 19, 22, 22, 1
2019/3/3, 55, 20, 34, 15, 1
2019/3/4, 55, 31, 37, 24, 1
2019/3/5, 68, 30, 20, 17, 1
2019/3/6, 54, 9, 21, 16, 1
2019/3/7, 20, 14, 36, 12, 1
2019/3/8, 41, 12, 29, 19, 1
2019/3/9, 39, 13, 7, 27, 1
